Date,Open,High,Low,Close,Adj Close,Volume
2012-04-24,20.093214,20.274643,19.821428,20.010000,17.108913,1076149200
2012-04-25,21.987143,22.071428,21.642857,21.785713,18.627176,905777600
2012-04-26,21.938213,21.953215,21.504642,21.703571,18.556940,536068400
2012-04-27,21.609644,21.649286,21.446428,21.535713,18.413418,406722400
2012-04-30,21.350000,21.371429,20.821428,20.856428,17.832615,506144800
2012-05-01,20.889286,21.312857,20.758215,20.790358,17.776131,610999200
2012-05-02,20.722857,20.978571,20.673571,20.927856,17.893692,427389200
2012-05-03,21.089287,21.121429,20.725000,20.779285,17.766661,390549600
2012-05-04,20.610001,20.655714,20.184643,20.187500,17.260674,529992400
2012-05-07,20.053572,20.456072,20.043928,20.338572,17.389841,460118400
2012-05-08,20.342142,20.410713,19.954643,20.292143,17.350147,497252000
2012-05-09,20.132143,20.499287,20.030357,20.327856,17.380676,480704000
2012-05-10,20.520714,20.567142,20.301430,20.375713,17.421598,333200000
2012-05-11,20.178572,20.516787,20.155357,20.239643,17.305264,399546000
2012-05-14,20.091785,20.268213,19.914286,19.936428,17.045998,352626400
2012-05-15,20.051786,20.115000,19.705357,19.756071,16.891794,476336000
2012-05-16,19.787500,19.888929,19.322857,19.502857,16.675293,560896000
2012-05-17,19.475357,19.553572,18.932858,18.932858,16.187931,717220000
2012-05-18,19.070000,19.407499,18.649286,18.942142,16.195871,732292400
2012-05-21,19.089287,20.055000,19.073214,20.045713,17.139448,631106000
2012-05-22,20.341070,20.495714,19.735001,19.891787,17.007833,694870400
2012-05-23,19.910713,20.457144,19.758215,20.377144,17.422823,584897600
2012-05-24,20.566786,20.589287,20.043928,20.190001,17.262814,496230000
2012-05-25,20.163929,20.208929,19.945356,20.081785,17.170284,328507200
2012-05-29,20.389286,20.500000,20.189644,20.438213,17.475037,380508800
2012-05-30,20.328571,20.713928,20.234285,20.684643,17.685738,529429600
2012-05-31,20.740713,20.767857,20.409286,20.633215,17.641773,491674400
2012-06-01,20.327143,20.451786,20.018572,20.035357,17.130585,520987600
2012-06-04,20.053572,20.267857,19.589287,20.153214,17.231361,556995600
2012-06-05,20.045357,20.231071,19.940357,20.101070,17.186773,388214400
2012-06-06,20.277500,20.494642,20.196428,20.409286,17.450306,401455600
2012-06-07,20.617500,20.618570,20.375000,20.418571,17.458244,379766800
2012-06-08,20.414286,20.735001,20.321428,20.725714,17.720861,347516400
2012-06-11,20.990000,21.017857,20.379642,20.398930,17.441454,591264800
2012-06-12,20.516430,20.593571,20.239286,20.577143,17.593828,435380400
2012-06-13,20.518572,20.660000,20.370714,20.434286,17.471680,293580000
2012-06-14,20.401428,20.482143,20.259287,20.411785,17.452440,345573200
2012-06-15,20.392857,20.522142,20.341070,20.504642,17.531836,335255200
2012-06-18,20.391430,20.996071,20.370358,20.920713,17.887589,440412000
2012-06-19,20.835714,21.071428,20.825001,20.978930,17.937368,361404400
2012-06-20,21.007500,21.044643,20.742857,20.919287,17.886370,358943200
2012-06-21,20.908571,21.007856,20.622856,20.631071,17.639931,326351200
2012-06-22,20.680000,20.792500,20.550714,20.789286,17.775211,284471600
2012-06-25,20.617857,20.707144,20.370358,20.384644,17.429232,304382400
2012-06-26,20.404642,20.517500,20.261786,20.429644,17.467710,276536400
2012-06-27,20.535713,20.597857,20.425714,20.517857,17.543137,202997200
2012-06-28,20.416786,20.500000,20.200357,20.323214,17.376711,282836400
2012-06-29,20.642857,20.857143,20.508928,20.857143,17.833229,421500800
2012-07-02,20.883215,21.195356,20.842857,21.161428,18.093397,400092000
2012-07-03,21.245714,21.428572,21.214287,21.407499,18.303793,241712800
2012-07-05,21.448570,21.940714,21.416071,21.783571,18.625341,484383200
2012-07-06,21.681786,21.730000,21.485001,21.638571,18.501371,418930400
2012-07-09,21.617857,21.924999,21.575357,21.924643,18.745964,379405600
2012-07-10,22.070356,22.138214,21.618214,21.721786,18.572517,511957600
2012-07-11,21.647142,21.702143,21.329287,21.586786,18.457085,469322000
2012-07-12,21.437143,21.552500,21.167143,21.389286,18.288225,428041600
2012-07-13,21.533930,21.685356,21.428572,21.606071,18.473574,311427200
2012-07-16,21.611429,21.843571,21.607857,21.675358,18.532818,301260400
2012-07-17,21.813929,21.839287,21.541071,21.676430,18.533735,293624800
2012-07-18,21.663929,21.726429,21.555714,21.652143,18.512968,252700000
2012-07-19,21.831429,21.976786,21.642857,21.940001,18.759100,436861600
2012-07-20,21.893929,21.944286,21.560715,21.582144,18.453119,397471200
2012-07-23,21.228571,21.639286,20.989643,21.565357,18.438770,487975600
2012-07-24,21.692142,21.774286,21.375357,21.461430,18.349911,565132400
